Protein ID,Protein Name,FungalRV Score,GPI-anchor,Signal Peptide
P53932,YNJ5_YEAST,-1.3277896,FALSE,0.000029
P54784,ORC1_YEAST,-1.3594032,FALSE,0
Q01477,UBP3_YEAST,-0.8283496,FALSE,0
Q02948,BECN1_YEAST,-1.2573499,FALSE,0
Q03390,VPS60_YEAST,-1.3212798,FALSE,0
Q03530,RCE1_YEAST,-1.1260572,FALSE,0
Q03758,BUL2_YEAST,-1.284774,FALSE,0
Q03771,ACL4_YEAST,-1.0184003,FALSE,0
Q03856,YD11A_YEAST,0.034565795,FALSE,0
Q03921,DOP1_YEAST,-1.7140856,FALSE,0.000001
Q04228,UBX2_YEAST,-1.4324601,FALSE,0
Q04409,EMI2_YEAST,-1.545486,FALSE,0.000001
Q04894,ADH6_YEAST,-0.24170165,FALSE,0
Q05015,FSH2_YEAST,-1.1552037,FALSE,0.000004
Q05040,FAR8_YEAST,-0.87774417,FALSE,0
Q05584,GLO2_YEAST,-0.71225703,FALSE,0
Q06201,GMC2_YEAST,-1.4511671,FALSE,0
Q06412,TUS1_YEAST,-1.1751264,FALSE,0.000001
Q06688,SRR1L_YEAST,-1.2188851,FALSE,0
Q06817,SYG2_YEAST,-1.5316463,FALSE,0
Q08581,SLK19_YEAST,-1.2384767,FALSE,0
Q08734,YO268_YEAST,-0.54366132,FALSE,0.024896
Q08970,MMT2_YEAST,-0.57235436,FALSE,0
Q08974,YP257_YEAST,-1.3287629,FALSE,0.000083
Q12063,UPPS_YEAST,-1.3521296,FALSE,0
Q12092,ATG29_YEAST,-1.273644,FALSE,0
Q12230,LSP1_YEAST,-1.0723901,FALSE,0
Q12234,RUD3_YEAST,-0.84438769,FALSE,0
Q12463,TRM11_YEAST,-1.7243696,FALSE,0
Q3E793,BOL1_YEAST,-2.8348844,FALSE,0
Q3E7A6,YM007_YEAST,-2.6860107,FALSE,0.000045
Q3E7A7,YK018_YEAST,-2.7493124,FALSE,0.001474
Q3E7B5,YM230_YEAST,-1.4653797,FALSE,0.000677
Q45U18,YI134_YEAST,-1.9892211,FALSE,0.000054
Q6B0Y7,YM075_YEAST,-0.61213169,FALSE,0.000002
Q92393,YO12B_YEAST,-0.44364407,FALSE,0
P02293,H2B1_YEAST,-0.57479118,FALSE,0.000018
P06774,HAP2_YEAST,-1.5502565,FALSE,0
P0CE89,PAU14_YEAST,-0.95762613,FALSE,0.999571
P12685,TRK1_YEAST,-1.4182166,FALSE,0.000407
P14682,UBC3_YEAST,-1.1438605,FALSE,0
P15624,SYFB_YEAST,-1.3366936,FALSE,0.000001
P17214,EST1_YEAST,-1.4151895,FALSE,0
P18412,TEC1_YEAST,-0.96300163,FALSE,0
P19659,MED15_YEAST,-1.9130633,FALSE,0
P21826,MLS2_YEAST,-1.3275757,FALSE,0
P22082,SNF2_YEAST,-1.836596,FALSE,0
P25389,KCC4_YEAST,-1.4421863,FALSE,0
P25454,RAD51_YEAST,-1.523511,FALSE,0
P25606,YCZ0_YEAST,-1.2130574,FALSE,0
P30952,MLS1_YEAST,-1.491842,FALSE,0
P32330,DGR2_YEAST,-0.71766634,FALSE,0.000006
P32488,ISF1_YEAST,-0.80587592,FALSE,0
P32610,VATD_YEAST,-2.246116,FALSE,0
P32621,GDA1_YEAST,-0.64163878,FALSE,0.000018
P32854,PEP12_YEAST,-2.2136286,FALSE,0
P32857,PTM1_YEAST,-1.1518394,FALSE,0.87888
P32907,ATO2_YEAST,-1.4854495,FALSE,0.000006
P33309,DOM34_YEAST,-0.9434816,FALSE,0.000011
P34225,YEL1_YEAST,-1.2942683,FALSE,0
P34233,ASH1_YEAST,-0.61048326,FALSE,0.000025
P35172,TREB_YEAST,-1.0328892,FALSE,0
P36103,YKC3_YEAST,-1.9431763,FALSE,0
P37304,PAM1_YEAST,-0.86029995,FALSE,0
P37370,VRP1_YEAST,-0.18355026,FALSE,0
P38181,NU170_YEAST,-0.94475274,FALSE,0.000006
P38284,ICS2_YEAST,-0.26412675,FALSE,0
P38827,SET1_YEAST,-1.5989765,FALSE,0
P39726,GCSH_YEAST,-1.330788,FALSE,0
P39946,LIS1_YEAST,-0.77347693,FALSE,0
P40007,NOP16_YEAST,-1.8747733,FALSE,0
P40035,PIC2_YEAST,-1.3892909,FALSE,0
P40308,TGL3_YEAST,-1.4272561,FALSE,0.000151
P40479,SDP1_YEAST,-1.0722563,FALSE,0.000001
P40547,VID28_YEAST,-1.2950696,FALSE,0
P40572,YIT6_YEAST,-0.86696068,FALSE,0.000029
P43549,AQY3_YEAST,-1.2065336,FALSE,0
P43555,EMP47_YEAST,-1.4096392,FALSE,0.999712
P43586,LOC1_YEAST,-1.892451,FALSE,0
P43601,ATG18_YEAST,-0.75182325,FALSE,0.000134
P43620,RMD8_YEAST,-1.5360791,FALSE,0
P47033,PRY3_YEAST,1.0007934,TRUE,0.999769
P47099,YJ12A_YEAST,0.10303027,FALSE,0
P47123,MOG1_YEAST,-0.39569175,FALSE,0.000002
P47170,IML1_YEAST,-1.2040307,FALSE,0
P50112,KNH1_YEAST,-0.18149638,FALSE,0.999734
P53047,RTA1_YEAST,-1.7146545,FALSE,0
P53095,DSD1_YEAST,-1.2806629,FALSE,0
P53134,YGL4_YEAST,-1.3605216,FALSE,0.000003
P53231,YG1X_YEAST,-1.7662925,FALSE,0
P53239,COX18_YEAST,-1.846818,FALSE,0.000023
P53317,NOP19_YEAST,-2.0286495,FALSE,0.000001
P53540,SPC98_YEAST,-1.3474924,FALSE,0
P53911,EAF7_YEAST,-1.0754847,FALSE,0
P54885,PROA_YEAST,-1.2751708,FALSE,0
Q01217,ARG56_YEAST,-1.189439,FALSE,0
Q01560,NOP3_YEAST,-1.1206926,FALSE,0
Q02516,HAP5_YEAST,-1.633066,FALSE,0
Q02724,ULP1_YEAST,-0.91819126,FALSE,0
Q02804,ARL3_YEAST,-2.3681002,FALSE,0
Q02931,UTP17_YEAST,-0.89726635,FALSE,0
Q03254,FCP1_YEAST,-1.2341523,FALSE,0
Q03263,YM8M_YEAST,-1.4177845,FALSE,0.000626
Q03338,PRP3_YEAST,-2.1001752,FALSE,0
Q03497,STE20_YEAST,-0.6198377,FALSE,0
Q03654,CEF1_YEAST,-1.9083767,FALSE,0
Q03703,YMD7_YEAST,-0.25840141,FALSE,0
Q04210,YET2_YEAST,-2.191119,FALSE,0
Q04225,RRB1_YEAST,-0.62532482,FALSE,0.000005
Q04549,ARP10_YEAST,-1.6113973,FALSE,0
Q04814,YM86_YEAST,-0.45772717,FALSE,0
Q04897,YM98_YEAST,-1.6909921,FALSE,0.000051
Q04934,IVY1_YEAST,-1.1133128,FALSE,0
Q04949,DYN3_YEAST,-1.0710692,FALSE,0.000318
Q05881,YL287_YEAST,-1.645634,FALSE,0.000001
Q06697,CDC73_YEAST,-1.4009524,FALSE,0.000021
Q06813,YP078_YEAST,-0.71591971,FALSE,0.000001
Q07555,YD129_YEAST,-1.9803791,FALSE,0.000001
Q07655,WHI4_YEAST,-0.59482756,FALSE,0
Q08004,BUD20_YEAST,-1.9317221,FALSE,0
Q08816,TFB6_YEAST,-1.2015243,FALSE,0.000001
Q08963,RU2A_YEAST,-2.0332113,FALSE,0
Q08990,YP278_YEAST,-1.450942,FALSE,0
Q12024,YTM1_YEAST,-0.27169586,FALSE,0
Q12102,CFT2_YEAST,-1.1358858,FALSE,0
Q12109,SYWC_YEAST,-1.2514751,FALSE,0
Q12199,TIP41_YEAST,-1.59634,FALSE,0
Q12219,CIM1_YEAST,-2.1985124,FALSE,0
Q12240,YD215_YEAST,-1.4841036,FALSE,0
Q12267,SMC4_YEAST,-1.563171,FALSE,0
Q12515,PAR32_YEAST,0.00037703159,FALSE,0
Q3E732,YL264_YEAST,0.50344925,FALSE,0.000004
Q8TGK4,YB298_YEAST,-1.9185135,FALSE,0
Q99216,PNO1_YEAST,-2.3218387,FALSE,0.000001
Q99248,YO019_YEAST,-0.8631585,FALSE,0
Q9P305,IGO2_YEAST,-0.65025855,FALSE,0
O13587,YP096_YEAST,-1.5531524,FALSE,0.000179
P03872,REP2_YEAST,-1.8508283,FALSE,0
P08432,DCOR_YEAST,-1.6746411,FALSE,0
P11986,INO1_YEAST,-1.5910351,FALSE,0.000001
P13856,RSR1_YEAST,-1.4611241,FALSE,0
P15367,SEC11_YEAST,-1.7103834,TRUE,0.000301
P15891,ABP1_YEAST,-0.76550838,FALSE,0
P17558,RTPT_YEAST,-1.3536675,FALSE,0
P22007,FNTB_YEAST,-1.5569571,FALSE,0
P22219,VPS15_YEAST,-1.0825912,FALSE,0
P22336,RFA1_YEAST,-1.0804525,FALSE,0
P23337,GYS1_YEAST,-1.6966545,FALSE,0
P26755,RFA3_YEAST,-0.77839802,FALSE,0.000004
P32179,MET22_YEAST,-1.1007036,FALSE,0.000001
P32366,VA0D_YEAST,-0.96569182,FALSE,0
P32614,FRDS_YEAST,-1.0247783,FALSE,0.000289
P32775,GLGB_YEAST,-0.91914978,FALSE,0
P32864,RAEP_YEAST,-1.0152325,FALSE,0
P32944,SWE1_YEAST,-1.1416071,FALSE,0
P33324,YKJ1_YEAST,-1.1574143,FALSE,0
P35200,UPS2_YEAST,-1.1130343,FALSE,0
P35997,RS27A_YEAST,-1.6527209,FALSE,0.000097
P36118,NTR2_YEAST,-1.3248675,FALSE,0
P36528,RM17_YEAST,-1.543792,FALSE,0
P37293,NAT2_YEAST,-2.1679404,FALSE,0
P38180,YBI1_YEAST,-1.2948954,FALSE,0.000001
P38300,MBA1_YEAST,-1.7248538,FALSE,0
P38306,YB47_YEAST,-1.1503441,FALSE,0
P38314,SDS24_YEAST,-1.3800909,FALSE,0
P38359,SUL1_YEAST,-1.1223473,FALSE,0.000002
P38439,LEO1_YEAST,-1.4567892,FALSE,0
P38615,RIM11_YEAST,-1.5344626,FALSE,0
P38845,CRP1_YEAST,-0.22674937,FALSE,0
P39719,FLC2_YEAST,-1.2245883,FALSE,0.999527
P39966,PP2C2_YEAST,-0.12221978,FALSE,0.000003
P39983,SDD1_YEAST,-2.6212142,FALSE,0
P39991,YEC5_YEAST,-1.1639009,FALSE,0
P40024,ARB1_YEAST,-1.6843864,FALSE,0
P40038,PCL6_YEAST,-1.061647,FALSE,0.000006
P40156,RRG9_YEAST,-2.5737227,FALSE,0
P40161,RT106_YEAST,-0.61016632,FALSE,0
P40416,ATM1_YEAST,-1.5930898,FALSE,0
P40449,YIQ1_YEAST,-1.4320097,FALSE,0
P40491,FMC1_YEAST,-2.2418347,FALSE,0
P41733,CDC91_YEAST,-1.4946682,FALSE,0
P41832,BNI1_YEAST,-1.2377472,FALSE,0
P41930,SSU1_YEAST,-1.1749526,FALSE,0
P42940,ETFB_YEAST,-1.3268765,FALSE,0
P43564,MIL1_YEAST,-1.3913097,FALSE,0
P43621,COPD_YEAST,-0.90726722,FALSE,0.000304
P46367,ALDH4_YEAST,-1.4623575,FALSE,0
P47014,YJN2_YEAST,-0.99700124,FALSE,0.999671
P47076,RPC9_YEAST,-1.429804,FALSE,0
P47077,NOP9_YEAST,-1.8438969,FALSE,0
P48439,OST3_YEAST,-0.74446199,FALSE,0.999666
P48837,NUP57_YEAST,-1.6191521,FALSE,0
P52919,NBP1_YEAST,-2.1470723,FALSE,0
P52920,NBP35_YEAST,-0.96521677,FALSE,0.000014
P53129,MON1_YEAST,-1.327069,FALSE,0
P53130,GPG1_YEAST,-0.60626335,FALSE,0.000002
P53133,YGL7_YEAST,-1.5420542,FALSE,0
P53221,RL26B_YEAST,-2.5510954,FALSE,0
P53293,YG3W_YEAST,-1.5518241,FALSE,0.00001
P53297,PBP1_YEAST,-0.6126265,FALSE,0.00031
P53687,HST3_YEAST,-1.8380808,FALSE,0.000001
P53727,BUD17_YEAST,-1.282034,FALSE,0.000001
Q00055,GPD1_YEAST,-1.1472197,FALSE,0
Q02100,SKO1_YEAST,-0.30066477,FALSE,0
Q03201,RT10_YEAST,-1.6510375,FALSE,0.000223
Q03264,NGL2_YEAST,-1.3515015,FALSE,0
Q03323,SDC1_YEAST,-0.5097119,FALSE,0.000001
Q03792,RIM13_YEAST,-1.1435631,FALSE,0.000001
Q04175,SXM1_YEAST,-1.460896,FALSE,0
Q04276,YMX2_YEAST,-2.6886169,FALSE,0.000011
Q04432,HSP31_YEAST,-0.66828937,FALSE,0
Q04673,SSL1_YEAST,-1.2295535,FALSE,0
Q04740,RNH1_YEAST,-0.73415442,FALSE,0.000001
Q05050,EIS1_YEAST,-0.68182998,FALSE,0.000006
Q05676,SOM1_YEAST,-1.0909828,FALSE,0
Q05911,PUR8_YEAST,-1.7328512,FALSE,0
Q06071,BL1S1_YEAST,-1.5655056,FALSE,0.041306
Q06109,RRG8_YEAST,-1.3110693,FALSE,0
Q06490,THI22_YEAST,-0.79124472,FALSE,0.999275
Q06594,YP195_YEAST,-0.9012452,FALSE,0.00002
Q06631,BFR2_YEAST,-1.0422462,FALSE,0
Q07793,YD13B_YEAST,-0.42812608,FALSE,0
Q08280,BSC6_YEAST,-1.5394145,FALSE,0
Q08485,NRT1_YEAST,-1.1458944,FALSE,0.001181
Q12082,YD157_YEAST,-1.3103971,FALSE,0
Q12108,RTC5_YEAST,-1.3908789,FALSE,0
Q12171,MDM32_YEAST,-1.535389,FALSE,0
Q12256,TPO4_YEAST,-1.0785825,FALSE,0.000001
Q12262,CENPH_YEAST,-1.6993138,FALSE,0
Q12317,MSB4_YEAST,-1.473797,FALSE,0.000001
Q12341,HAT1_YEAST,-1.1082138,FALSE,0.000001
Q3E771,YL285_YEAST,-1.2445288,FALSE,0.001216
Q3E7A8,YN162_YEAST,-1.7783437,FALSE,0
Q3E7C1,TFB5_YEAST,-1.8152824,FALSE,0
Q8TGU8,YB071_YEAST,-0.88521055,FALSE,0.000063
Q99177,BRR1_YEAST,-1.034214,FALSE,0
O13525,COQ4_YEAST,-2.3860593,FALSE,0.000003
P00127,QCR6_YEAST,-0.82090677,FALSE,0
P00163,CYB_YEAST,-1.0980857,FALSE,0.000013
P00729,CBPY_YEAST,-1.0383523,FALSE,0.999562
P03877,SCE3_YEAST,-1.5793543,FALSE,0.000001
P06780,RHO1_YEAST,-0.28692945,FALSE,0
P09620,KEX1_YEAST,-0.46481107,FALSE,0.883249
P09950,HEM1_YEAST,-1.3522542,FALSE,0
P10659,METK1_YEAST,-1.3748944,FALSE,0.000059
P11710,FUS1_YEAST,-0.16223631,FALSE,0.026927
P11745,RNA1_YEAST,-2.0272598,FALSE,0
P13712,MSI1_YEAST,-0.49036809,FALSE,0.000032
P14359,SNA3_YEAST,-1.1973485,FALSE,0.000001
P16523,MER1_YEAST,-1.0811418,TRUE,0
P17883,SKI3_YEAST,-1.6055966,FALSE,0
P18562,UPP_YEAST,-2.1533047,FALSE,0
P19146,ARF2_YEAST,-1.786815,FALSE,0
P19263,MED14_YEAST,-1.4572444,FALSE,0.000001
P21592,COX10_YEAST,-1.4383259,FALSE,0.000001
P23291,KC11_YEAST,-1.6701215,FALSE,0.000005
P24871,CG24_YEAST,-1.3577811,FALSE,0
P25332,RBSK_YEAST,-1.2294115,FALSE,0.000156
P25339,PUF4_YEAST,-1.0284309,FALSE,0
P25356,BPH1_YEAST,-1.1969462,FALSE,0
P25384,YC21B_YEAST,-0.43838724,FALSE,0
P25591,VAC17_YEAST,-1.0556731,FALSE,0
P27614,CBPS_YEAST,-1.0845436,FALSE,0.000003
P28272,PYRD_YEAST,-0.53413021,FALSE,0.00002
P28274,URA7_YEAST,-1.6786491,FALSE,0
P30605,ITR1_YEAST,-1.1957707,FALSE,0
P32528,DUR1_YEAST,-1.1224212,FALSE,0
P32602,SEC17_YEAST,-1.0168123,FALSE,0
P32844,SEC6_YEAST,-1.5801911,FALSE,0
P33893,GATB_YEAST,-1.3248591,FALSE,0.000001
P36085,STB6_YEAST,-1.2027157,FALSE,0.000059
P36525,RM24_YEAST,-2.0982552,FALSE,0
P38130,KTR3_YEAST,-0.95064382,FALSE,0.035057
P38197,PLPHP_YEAST,-1.2817366,FALSE,0
P38219,OLA1_YEAST,-1.3820326,FALSE,0.000004
P38230,QOR_YEAST,-1.6417204,FALSE,0
P38244,PFF1_YEAST,-0.82314355,FALSE,0.000003
P38304,MED8_YEAST,-0.81530187,FALSE,0
P38700,APM2_YEAST,-1.4203343,FALSE,0.000003
P38731,ARN1_YEAST,-1.213509,FALSE,0.000001
P38744,PHS_YEAST,-0.88086165,FALSE,0
P38749,YAP3_YEAST,-1.6448339,FALSE,0
P38767,ERC1_YEAST,-1.4576428,FALSE,0.000001
P39009,DUN1_YEAST,-1.3353356,FALSE,0.000002
P40020,FIR1_YEAST,-0.25977945,FALSE,0
P40078,NSA2_YEAST,-1.8030103,FALSE,0
P40208,GID8_YEAST,-1.1166978,FALSE,0.000001
P40969,CBF3B_YEAST,-1.3779141,FALSE,0
P41057,RS29A_YEAST,-1.5100258,FALSE,0
P41913,GLDS1_YEAST,-0.021689349,FALSE,0.000001
P43537,YFG7_YEAST,-0.26807253,FALSE,0.444538
P46950,SNG1_YEAST,-1.6449622,FALSE,0.000001
P46951,YPP1_YEAST,-1.6557353,FALSE,0
P46964,OST2_YEAST,-1.5002308,FALSE,0.000036
P47082,AVT1_YEAST,-1.3411967,FALSE,0.000001
P47163,EFM3_YEAST,-1.1222807,FALSE,0
P53040,TAF6_YEAST,-1.2618193,FALSE,0
P53090,ARO8_YEAST,-1.0404839,FALSE,0
P53118,ROG1_YEAST,-1.2798073,FALSE,0
P53122,YGN8_YEAST,-1.2690445,FALSE,0.998449
P53216,YG1H_YEAST,-0.087458858,FALSE,0
P53283,TPO2_YEAST,-1.2832591,FALSE,0
P53622,COPA_YEAST,-1.4421581,FALSE,0.000181
P53832,WSC2_YEAST,0.88246641,FALSE,0.999772
P53927,NOP15_YEAST,-1.3438351,FALSE,0.000003
P54003,SUR7_YEAST,-1.8131668,FALSE,0.000002
Q00772,SLT2_YEAST,-1.7157845,FALSE,0
Q01846,MDM1_YEAST,-1.5981913,FALSE,0.000378
Q03193,YD090_YEAST,-1.4689248,FALSE,0
Q03674,PLB2_YEAST,-0.41572351,TRUE,0.943851
Q03942,RKM2_YEAST,-1.0182282,FALSE,0
Q04110,ECM11_YEAST,0.012240178,FALSE,0
Q04636,POB3_YEAST,-1.1218083,FALSE,0.000001
Q05530,YD286_YEAST,-1.7777286,FALSE,0
Q06104,GLD1_YEAST,-1.959001,FALSE,0.000034
Q06568,NDE1_YEAST,-1.6901641,FALSE,0
Q06682,UBX5_YEAST,-1.1291636,FALSE,0.000001
Q07980,MLH2_YEAST,-0.8683884,FALSE,0
Q08214,NTH2_YEAST,-1.8872457,FALSE,0
Q08558,DCI1_YEAST,-0.9242199,FALSE,0
Q08777,MCH5_YEAST,-1.0017475,FALSE,0.000001
Q08991,FEX2_YEAST,-0.53564739,FALSE,0.159008
Q12034,SLF1_YEAST,-0.62670957,FALSE,0
Q12098,SLX4_YEAST,-1.029418,FALSE,0
Q12185,YD018_YEAST,-1.2884423,FALSE,0.00001
Q12186,BBP_YEAST,-1.5014859,FALSE,0.000209
Q12214,HOS1_YEAST,-1.3609334,FALSE,0.000019
Q12340,YRM1_YEAST,-1.3420714,FALSE,0
Q12436,ZRT2_YEAST,-1.8701173,FALSE,0.000004
Q12481,RRP36_YEAST,-1.9982558,FALSE,0
Q12516,SRF1_YEAST,-1.048494,FALSE,0
Q12743,DFM1_YEAST,-0.92376054,FALSE,0.000011
Q3E7B4,YP038_YEAST,0.23317328,FALSE,0.000266
Q3E827,LSO1_YEAST,-2.4642524,FALSE,0
Q3E829,CENPX_YEAST,-2.3900359,FALSE,0
Q99208,YL066_YEAST,-1.2148908,FALSE,0
P00958,SYMC_YEAST,-0.85602417,FALSE,0.000001
P05759,RS31_YEAST,-1.1019116,FALSE,0.000004
P07286,GPT_YEAST,-1.5754795,FALSE,0.000118
P0C2I4,YH11A_YEAST,0.039622398,FALSE,0
P0CD90,AQY2_YEAST,-0.93531776,FALSE,0.000021
P0CD99,MPH2_YEAST,-1.3632862,FALSE,0.000006
P0CX94,YE190_YEAST,-1.4838721,FALSE,0.00001
P10127,ADH4_YEAST,-1.1657719,FALSE,0
P14180,CHS2_YEAST,-1.2098557,FALSE,0
P15646,FBRL_YEAST,-1.9855217,FALSE,0.000002
P16151,ERD1_YEAST,-2.1031354,FALSE,0.000002
P19541,RDS2_YEAST,-1.0722034,FALSE,0
P20084,RM33_YEAST,-0.9863218,FALSE,0
P20095,PRP2_YEAST,-1.656779,FALSE,0
P22434,PDE1_YEAST,-1.3963754,FALSE,0
P23060,MAK32_YEAST,-0.85093855,FALSE,0
P23642,VAN1_YEAST,-1.1541856,FALSE,0.000037
P25043,PSB2_YEAST,-1.238224,FALSE,0
P25560,RER1_YEAST,-1.7086357,FALSE,0.000011
P25627,BUD23_YEAST,-2.0493325,FALSE,0
P30624,LCF1_YEAST,-1.2506555,FALSE,0
P32047,MLF3_YEAST,-0.34183988,FALSE,0
P32354,MCM10_YEAST,-1.533457,FALSE,0
P32445,RIM1_YEAST,-0.79421649,FALSE,0.000004
P32793,YSC84_YEAST,-1.470663,FALSE,0.000123
P32914,SPT4_YEAST,-0.28363034,FALSE,0.000004
P34239,LST4_YEAST,-1.2466436,FALSE,0.000001
P34240,ZRT3_YEAST,-1.0306955,TRUE,0.000001
P34248,YKK0_YEAST,-0.72366714,FALSE,0
P34249,YKK2_YEAST,-2.0334908,FALSE,0.000099
P35183,AST1_YEAST,-1.117881,FALSE,0
P35691,TCTP_YEAST,-0.77138192,FALSE,0.000044
P36162,DAD2_YEAST,-1.4339913,FALSE,0.000002
P36170,FLO10_YEAST,1.6587876,TRUE,0.999692
P38128,SMP1_YEAST,-1.5689843,FALSE,0
P38271,OPY1_YEAST,-1.0062886,FALSE,0
P38282,SP381_YEAST,-1.619757,FALSE,0.000001
P38338,YB9F_YEAST,-1.0541026,FALSE,0.000001
P38430,YM8C_YEAST,-1.1694753,FALSE,0
P38893,YH10_YEAST,-0.545808,FALSE,0.000001
P38930,CSK2C_YEAST,-1.6065751,FALSE,0
P38966,VTC5_YEAST,-1.0724483,FALSE,0.000003
P39540,ELO1_YEAST,-1.6390519,FALSE,0.000188
P40032,TPA1_YEAST,-1.528003,FALSE,0.000001
P40058,YER5_YEAST,-3.0092744,FALSE,0
P40077,DSE1_YEAST,-0.9850164,FALSE,0
P40359,PSF2_YEAST,-1.8651618,FALSE,0
P40450,BNR1_YEAST,-1.4230227,FALSE,0
P40884,IMA5_YEAST,-0.63320111,FALSE,0
P42836,PFA3_YEAST,-1.3954593,FALSE,0
P43534,THI5_YEAST,-1.4121394,FALSE,0
P46945,YGS6_YEAST,-0.93495497,FALSE,0
P46963,CTK3_YEAST,-1.042287,FALSE,0
P48589,RS12_YEAST,-1.6591907,FALSE,0
P50076,ALG10_YEAST,-1.3326169,FALSE,0.000008
P50861,RIB4_YEAST,-1.5312937,FALSE,0
P53179,PALF_YEAST,-0.80802832,FALSE,0
P53227,YG1T_YEAST,-1.9688411,FALSE,0.000001
P53437,RRN9_YEAST,-1.4138457,FALSE,0.000002
P53629,ARE2_YEAST,-0.99053225,FALSE,0
P53725,MPP6_YEAST,-0.98941512,FALSE,0
P53757,YN9A_YEAST,-0.4034587,FALSE,0
Q00246,RHO4_YEAST,-0.91936,FALSE,0
Q02598,YI014_YEAST,0.30259663,FALSE,0.000001
Q02883,FMP30_YEAST,-1.7924361,FALSE,0.00029
Q02961,YP113_YEAST,-1.309037,FALSE,0
Q03083,YP034_YEAST,-1.1219194,FALSE,0
Q03262,PGM3_YEAST,-0.7391119,FALSE,0
Q03516,RSN1_YEAST,-0.77584974,FALSE,0
Q03648,YM59_YEAST,-1.394227,FALSE,0.000008
Q03652,DML1_YEAST,-0.47861712,FALSE,0
Q03675,YMO7_YEAST,-1.8236172,FALSE,0.000449
Q04003,SAS4_YEAST,-1.1349007,FALSE,0.000001
Q04066,KFA_YEAST,-1.5763367,FALSE,0.000001
Q04183,TR120_YEAST,-1.0823094,FALSE,0
Q05468,RQC1_YEAST,-1.6436694,FALSE,0
Q05934,VID22_YEAST,-1.2275303,FALSE,0.000001
Q06152,YL271_YEAST,-1.129899,FALSE,0
Q06321,ATG26_YEAST,-1.1750324,FALSE,0
Q06632,CFT1_YEAST,-1.1822259,FALSE,0
Q08118,IRC10_YEAST,-1.0738214,FALSE,0
Q08162,RRP44_YEAST,-1.7213654,FALSE,0
Q08182,YAP7_YEAST,-1.6609834,FALSE,0
Q08347,BDS1_YEAST,-1.5841462,FALSE,0
Q08932,RSA1_YEAST,-0.69241057,FALSE,0
Q12116,TMS1_YEAST,-0.95121369,FALSE,0.000164
Q12146,PSF3_YEAST,-1.1381891,FALSE,0
Q12154,GET3_YEAST,-0.8224965,FALSE,0
Q12166,LEU9_YEAST,-0.36017434,FALSE,0
Q12179,YP245_YEAST,-1.4200127,FALSE,0
Q12426,YDR10_YEAST,-1.7302005,FALSE,0
Q12452,ERG27_YEAST,-0.50778271,FALSE,0
Q12455,SPSY_YEAST,-1.4085102,FALSE,0
Q12507,SFG1_YEAST,-0.14554517,FALSE,0
Q12692,H2AZ_YEAST,-2.3178401,FALSE,0
Q2V2Q0,YD007_YEAST,-1.7760111,FALSE,0.004271
Q3E782,YM247_YEAST,-2.4635148,FALSE,0.000852
Q3E7X9,RS28A_YEAST,-1.9541795,FALSE,0
Q3E7Z4,YI046_YEAST,-0.60338713,FALSE,0.004016
Q6Q5X2,CTPP3_YEAST,-1.0907451,FALSE,0.000034
P05085,ARGR2_YEAST,-1.1291366,FALSE,0
P07278,KAPR_YEAST,-1.6150089,FALSE,0.000001
P08539,GPA1_YEAST,-1.8630329,FALSE,0
P09435,HSP73_YEAST,-1.3332196,FALSE,0
P09547,SWI1_YEAST,-2.0456691,FALSE,0.000008
P09959,SWI6_YEAST,-1.6195136,FALSE,0
P0C2H7,RL27B_YEAST,-1.5502272,FALSE,0
P12683,HMDH1_YEAST,-1.3232482,FALSE,0.000008
P14126,RL3_YEAST,-1.3257691,FALSE,0
P15700,KCY_YEAST,-1.3591355,FALSE,0
P24384,PRP22_YEAST,-1.4584743,FALSE,0
P25371,ADP1_YEAST,-1.3846418,FALSE,0.999621
P25383,YC21A_YEAST,-0.93746439,FALSE,0
P25502,PUT3_YEAST,-0.9091517,FALSE,0
P28627,IMP1_YEAST,-1.4723766,FALSE,0.033089
P29469,MCM2_YEAST,-1.6022316,FALSE,0
P32319,VPS10_YEAST,-0.45698974,FALSE,0.999758
P32328,DBF20_YEAST,-2.031108,FALSE,0
P32466,HXT3_YEAST,-0.95878652,FALSE,0.000601
P32599,FIMB_YEAST,-1.6639511,FALSE,0
P32789,ALK2_YEAST,-0.88299525,FALSE,0
P32798,COT1_YEAST,-1.1701166,FALSE,0
P34247,UTP11_YEAST,-2.4502437,FALSE,0
P35497,DHSO1_YEAST,-0.44550568,FALSE,0
P35724,MNR2_YEAST,-1.5280271,FALSE,0
P36004,KKQ8_YEAST,-1.3384363,FALSE,0
P36013,MAOM_YEAST,-1.9633185,FALSE,0
P36088,FRMSR_YEAST,-1.02066,FALSE,0.000567
P36090,ANR2_YEAST,-1.0617722,FALSE,0
P36150,SUMT_YEAST,-1.6428149,FALSE,0.091308
P38147,CHK1_YEAST,-1.5229988,FALSE,0
P38153,AP3M_YEAST,-1.3642582,FALSE,0.00001
P38213,DSF2_YEAST,-0.73013881,FALSE,0
P38751,SHU1_YEAST,-2.4224308,FALSE,0
P38781,RSC30_YEAST,-1.59148,FALSE,0
P38800,LAM4_YEAST,-0.71364168,FALSE,0
P38805,RPF1_YEAST,-2.0199729,FALSE,0
P38809,YHP7_YEAST,-1.1404012,FALSE,0.000001
P38830,NDT80_YEAST,-0.87711257,FALSE,0
